No,Latitude,Longitude,Altitude,FIX,HDOP,Satellites,Date,Time
358,50.226517,17.136583,499.6,"3d",1.00,9,2019/03/09,00:01:57
359,50.226483,17.136250,500.0,"3d",1.00,9,2019/03/09,00:01:58
360,50.226450,17.135950,500.5,"3d",1.00,9,2019/03/09,00:01:59
361,50.226400,17.135667,500.7,"3d",1.00,9,2019/03/09,00:02:00
362,50.226333,17.135450,501.3,"3d",1.00,9,2019/03/09,00:02:01
363,50.226250,17.135183,501.4,"3d",1.00,9,2019/03/09,00:02:02
364,50.226117,17.134950,501.8,"3d",1.00,9,2019/03/09,00:02:03
365,50.225967,17.134750,502.7,"3d",1.00,9,2019/03/09,00:02:04
366,50.225817,17.134533,503.3,"3d",1.00,9,2019/03/09,00:02:05
367,50.225683,17.134283,503.6,"3d",1.00,9,2019/03/09,00:02:06
368,50.225567,17.134050,503.7,"3d",1.00,9,2019/03/09,00:02:07
369,50.225450,17.133800,503.8,"3d",1.00,8,2019/03/09,00:02:08
370,50.225317,17.133567,504.2,"3d",1.00,9,2019/03/09,00:02:09
371,50.225217,17.133317,505.3,"3d",1.00,9,2019/03/09,00:02:10
372,50.225183,17.133017,505.6,"3d",1.00,9,2019/03/09,00:02:11
373,50.225167,17.132717,505.9,"3d",1.00,9,2019/03/09,00:02:12
374,50.225167,17.132383,506.5,"3d",1.00,9,2019/03/09,00:02:13
375,50.225200,17.132050,506.6,"3d",1.00,8,2019/03/09,00:02:14
376,50.225283,17.131733,506.4,"3d",1.00,9,2019/03/09,00:02:15
377,50.225367,17.131417,506.7,"3d",1.00,9,2019/03/09,00:02:16
378,50.225450,17.131117,507.1,"3d",1.00,9,2019/03/09,00:02:17
379,50.225517,17.130800,507.4,"3d",1.00,9,2019/03/09,00:02:18
380,50.225533,17.130467,507.2,"3d",1.00,9,2019/03/09,00:02:19
381,50.225517,17.130117,507.5,"3d",1.00,9,2019/03/09,00:02:20
382,50.225517,17.129800,508.2,"3d",1.00,9,2019/03/09,00:02:21
383,50.225617,17.129533,508.8,"3d",1.00,9,2019/03/09,00:02:22
384,50.225733,17.129267,509.1,"3d",1.00,9,2019/03/09,00:02:23
385,50.225850,17.129000,509.9,"3d",1.00,9,2019/03/09,00:02:24
386,50.225967,17.128750,510.1,"3d",1.00,9,2019/03/09,00:02:25
387,50.226067,17.128517,510.1,"3d",1.00,9,2019/03/09,00:02:26
388,50.226133,17.128233,510.0,"3d",1.00,8,2019/03/09,00:02:27
389,50.226217,17.127917,510.1,"3d",1.00,9,2019/03/09,00:02:28
390,50.226317,17.127600,509.9,"3d",1.00,9,2019/03/09,00:02:29
391,50.226417,17.127300,509.9,"3d",1.00,9,2019/03/09,00:02:30
392,50.226467,17.126967,510.1,"3d",1.00,9,2019/03/09,00:02:31
393,50.226483,17.126600,510.4,"3d",1.00,9,2019/03/09,00:02:32
394,50.226517,17.126233,510.9,"3d",1.00,9,2019/03/09,00:02:33
395,50.226550,17.125850,511.4,"3d",1.00,9,2019/03/09,00:02:34
396,50.226567,17.125483,512.0,"3d",1.00,9,2019/03/09,00:02:35
397,50.226567,17.125100,512.3,"3d",1.00,9,2019/03/09,00:02:36
398,50.226567,17.124733,512.6,"3d",1.00,9,2019/03/09,00:02:37
399,50.226517,17.124350,512.9,"3d",1.00,9,2019/03/09,00:02:38
400,50.226500,17.123950,513.3,"3d",1.00,9,2019/03/09,00:02:39
401,50.226467,17.123550,513.6,"3d",1.00,9,2019/03/09,00:02:40
402,50.226467,17.123150,514.1,"3d",1.00,9,2019/03/09,00:02:41
403,50.226467,17.122750,514.4,"3d",1.00,9,2019/03/09,00:02:42
404,50.226533,17.122367,514.6,"3d",1.00,9,2019/03/09,00:02:43
405,50.226650,17.122033,515.8,"3d",1.00,9,2019/03/09,00:02:44
406,50.226700,17.121700,516.5,"3d",1.00,9,2019/03/09,00:02:45
407,50.226750,17.121350,517.4,"3d",1.00,9,2019/03/09,00:02:46
408,50.226733,17.120983,516.5,"3d",1.00,9,2019/03/09,00:02:47
409,50.226667,17.120650,516.8,"3d",1.00,9,2019/03/09,00:02:48
410,50.226517,17.120350,517.6,"3d",1.00,9,2019/03/09,00:02:49
411,50.226317,17.120167,518.0,"3d",1.00,9,2019/03/09,00:02:50
412,50.226117,17.119950,518.3,"3d",1.00,9,2019/03/09,00:02:51
413,50.226067,17.119567,518.5,"3d",1.00,9,2019/03/09,00:02:52
414,50.226050,17.119183,519.1,"3d",1.00,9,2019/03/09,00:02:53
415,50.226067,17.118800,519.8,"3d",1.00,9,2019/03/09,00:02:54
416,50.226100,17.118450,520.4,"3d",1.00,9,2019/03/09,00:02:55
417,50.226100,17.118117,520.9,"3d",1.00,9,2019/03/09,00:02:56
418,50.226067,17.117783,521.1,"3d",1.00,9,2019/03/09,00:02:57
419,50.226017,17.117467,521.6,"3d",1.00,9,2019/03/09,00:02:58
420,50.225967,17.117167,522.1,"3d",1.00,9,2019/03/09,00:02:59
421,50.225883,17.116867,523.0,"3d",1.00,9,2019/03/09,00:03:00
422,50.225833,17.116567,523.7,"3d",1.00,9,2019/03/09,00:03:01
423,50.225767,17.116233,524.3,"3d",1.40,7,2019/03/09,00:03:02
424,50.225700,17.115900,524.6,"3d",1.00,9,2019/03/09,00:03:03
425,50.225633,17.115583,525.3,"3d",1.00,9,2019/03/09,00:03:04
426,50.225567,17.115250,525.9,"3d",1.00,9,2019/03/09,00:03:05
427,50.225500,17.114967,526.5,"3d",1.00,9,2019/03/09,00:03:06
428,50.225433,17.114683,527.4,"3d",1.00,9,2019/03/09,00:03:07
429,50.225367,17.114417,527.9,"3d",1.00,9,2019/03/09,00:03:08
430,50.225283,17.114167,528.0,"3d",1.00,9,2019/03/09,00:03:09
431,50.225183,17.113917,528.2,"3d",1.00,9,2019/03/09,00:03:10
432,50.225133,17.113650,528.2,"3d",1.00,9,2019/03/09,00:03:11
433,50.225100,17.113367,528.4,"3d",1.00,9,2019/03/09,00:03:12
434,50.225100,17.113083,528.9,"3d",1.00,9,2019/03/09,00:03:13
435,50.225083,17.112800,529.3,"3d",1.00,9,2019/03/09,00:03:14
436,50.225050,17.112500,529.4,"3d",1.00,9,2019/03/09,00:03:15
437,50.224967,17.112217,530.0,"3d",1.00,9,2019/03/09,00:03:16
438,50.224833,17.111983,530.9,"3d",1.00,9,2019/03/09,00:03:17
439,50.224700,17.111750,531.9,"3d",1.00,9,2019/03/09,00:03:18
440,50.224583,17.111483,533.1,"3d",1.00,9,2019/03/09,00:03:19
441,50.224500,17.111150,533.8,"3d",1.00,9,2019/03/09,00:03:20
442,50.224433,17.110850,534.2,"3d",1.00,9,2019/03/09,00:03:21
443,50.224333,17.110583,534.7,"3d",1.00,9,2019/03/09,00:03:22
444,50.224200,17.110333,535.0,"3d",1.00,9,2019/03/09,00:03:23
445,50.224100,17.110067,535.2,"3d",1.00,9,2019/03/09,00:03:24
446,50.224017,17.109817,535.7,"3d",1.00,9,2019/03/09,00:03:25
447,50.223950,17.109583,535.9,"3d",1.00,9,2019/03/09,00:03:26
448,50.223867,17.109333,536.5,"3d",1.00,9,2019/03/09,00:03:27
449,50.223767,17.109100,537.9,"3d",1.00,9,2019/03/09,00:03:28
450,50.223667,17.108867,538.9,"3d",1.00,9,2019/03/09,00:03:29
451,50.223550,17.108633,539.2,"3d",1.00,9,2019/03/09,00:03:30
452,50.223400,17.108400,539.5,"3d",1.00,9,2019/03/09,00:03:31
453,50.223267,17.108167,540.5,"3d",1.00,9,2019/03/09,00:03:32
454,50.223133,17.107933,541.6,"3d",1.00,9,2019/03/09,00:03:33
455,50.223017,17.107750,542.4,"3d",1.00,9,2019/03/09,00:03:34
456,50.222867,17.107583,542.4,"3d",1.00,9,2019/03/09,00:03:35
457,50.222733,17.107433,542.8,"3d",1.00,9,2019/03/09,00:03:36
458,50.222567,17.107317,543.8,"3d",1.00,9,2019/03/09,00:03:37
459,50.222383,17.107300,543.7,"3d",1.00,9,2019/03/09,00:03:38
460,50.222200,17.107300,544.1,"3d",1.00,9,2019/03/09,00:03:39
461,50.222017,17.107283,544.2,"3d",1.00,9,2019/03/09,00:03:40
462,50.221817,17.107233,544.4,"3d",1.00,9,2019/03/09,00:03:41
463,50.221617,17.107183,544.6,"3d",1.00,9,2019/03/09,00:03:42
464,50.221417,17.107100,544.9,"3d",1.00,9,2019/03/09,00:03:43
465,50.221217,17.107033,545.3,"3d",1.00,9,2019/03/09,00:03:44
466,50.221017,17.107000,545.8,"3d",1.00,9,2019/03/09,00:03:45
467,50.220817,17.106950,546.5,"3d",1.00,9,2019/03/09,00:03:46
468,50.220633,17.106833,547.1,"3d",1.00,9,2019/03/09,00:03:47
469,50.220467,17.106667,548.5,"3d",1.20,8,2019/03/09,00:03:48
470,50.220300,17.106517,550.0,"3d",1.00,9,2019/03/09,00:03:49
471,50.220133,17.106383,550.2,"3d",1.00,9,2019/03/09,00:03:50
472,50.219950,17.106317,549.9,"3d",1.00,9,2019/03/09,00:03:51
473,50.219767,17.106233,550.0,"3d",1.00,9,2019/03/09,00:03:52
474,50.219600,17.106150,549.7,"3d",1.00,9,2019/03/09,00:03:53
475,50.219417,17.106067,549.7,"3d",1.00,9,2019/03/09,00:03:54
476,50.219267,17.105983,550.0,"3d",1.00,9,2019/03/09,00:03:55
477,50.219117,17.105933,550.4,"3d",1.00,9,2019/03/09,00:03:56
478,50.218950,17.105867,551.0,"3d",1.00,9,2019/03/09,00:03:57
479,50.218783,17.105817,551.8,"3d",1.00,9,2019/03/09,00:03:58
480,50.218633,17.105800,552.5,"3d",1.00,9,2019/03/09,00:03:59
481,50.218483,17.105800,553.3,"3d",1.00,9,2019/03/09,00:04:00
482,50.218317,17.105817,553.9,"3d",1.00,9,2019/03/09,00:04:01
483,50.218167,17.105850,554.7,"3d",1.00,9,2019/03/09,00:04:02
484,50.218000,17.105917,555.8,"3d",1.00,9,2019/03/09,00:04:03
485,50.217833,17.106000,556.9,"3d",1.00,9,2019/03/09,00:04:04
486,50.217683,17.106050,557.9,"3d",1.00,9,2019/03/09,00:04:05
487,50.217550,17.106050,558.9,"3d",1.00,9,2019/03/09,00:04:06
488,50.217400,17.106017,559.3,"3d",1.00,9,2019/03/09,00:04:07
489,50.217250,17.105967,559.8,"3d",1.00,9,2019/03/09,00:04:08
490,50.217100,17.105900,560.0,"3d",1.00,9,2019/03/09,00:04:09
491,50.216967,17.105817,560.2,"3d",1.00,9,2019/03/09,00:04:10
492,50.216833,17.105683,560.4,"3d",1.00,9,2019/03/09,00:04:11
493,50.216717,17.105533,560.9,"3d",1.00,9,2019/03/09,00:04:12
494,50.216617,17.105383,561.4,"3d",1.00,9,2019/03/09,00:04:13
495,50.216500,17.105233,561.9,"3d",1.00,9,2019/03/09,00:04:14
496,50.216383,17.105067,562.4,"3d",1.00,9,2019/03/09,00:04:15
497,50.216283,17.104917,563.2,"3d",1.00,9,2019/03/09,00:04:16
498,50.216167,17.104767,564.1,"3d",1.00,9,2019/03/09,00:04:17
499,50.216067,17.104583,565.2,"3d",1.00,9,2019/03/09,00:04:18
500,50.215967,17.104400,566.7,"3d",1.00,9,2019/03/09,00:04:19
