No,Latitude,Longitude,Altitude,Speed,Date,Time
411,40.799540,-73.957609,39.4,3.96,2013/04/30,14:30:47
412,40.799541,-73.957656,40.0,3.91,2013/04/30,14:30:48
413,40.799542,-73.957704,40.4,4.00,2013/04/30,14:30:49
414,40.799540,-73.957752,40.6,3.97,2013/04/30,14:30:50
415,40.799537,-73.957795,41.4,4.02,2013/04/30,14:30:51
416,40.799529,-73.957848,41.4,4.01,2013/04/30,14:30:52
417,40.799518,-73.957894,41.4,3.95,2013/04/30,14:30:53
418,40.799504,-73.957938,41.4,3.89,2013/04/30,14:30:54
419,40.799486,-73.957981,41.6,4.07,2013/04/30,14:30:55
420,40.799468,-73.958020,42.0,3.97,2013/04/30,14:30:56
421,40.799447,-73.958058,42.0,3.97,2013/04/30,14:30:57
422,40.799422,-73.958098,41.6,4.02,2013/04/30,14:30:58
423,40.799398,-73.958134,41.4,4.00,2013/04/30,14:30:59
424,40.799373,-73.958170,41.4,4.12,2013/04/30,14:31:00
425,40.799349,-73.958202,41.4,3.95,2013/04/30,14:31:01
426,40.799320,-73.958235,41.4,4.01,2013/04/30,14:31:02
427,40.799294,-73.958264,41.4,3.90,2013/04/30,14:31:03
428,40.799264,-73.958294,41.4,3.85,2013/04/30,14:31:04
429,40.799237,-73.958321,41.4,3.85,2013/04/30,14:31:05
430,40.799207,-73.958342,41.4,3.82,2013/04/30,14:31:06
431,40.799176,-73.958367,41.4,3.73,2013/04/30,14:31:07
432,40.799147,-73.958389,41.4,3.72,2013/04/30,14:31:08
433,40.799118,-73.958407,41.4,3.84,2013/04/30,14:31:09
434,40.799083,-73.958426,41.4,3.90,2013/04/30,14:31:10
435,40.799053,-73.958441,41.4,3.74,2013/04/30,14:31:11
436,40.799020,-73.958457,41.4,3.79,2013/04/30,14:31:12
437,40.798987,-73.958469,41.4,3.68,2013/04/30,14:31:13
438,40.798955,-73.958479,41.4,3.71,2013/04/30,14:31:14
439,40.798924,-73.958487,41.6,3.59,2013/04/30,14:31:15
440,40.798892,-73.958493,42.2,3.55,2013/04/30,14:31:16
441,40.798859,-73.958499,42.4,3.42,2013/04/30,14:31:17
442,40.798829,-73.958501,43.0,3.41,2013/04/30,14:31:18
443,40.798798,-73.958500,43.4,3.36,2013/04/30,14:31:19
444,40.798767,-73.958498,43.4,3.43,2013/04/30,14:31:20
445,40.798740,-73.958493,43.4,3.33,2013/04/30,14:31:21
446,40.798706,-73.958485,43.4,3.39,2013/04/30,14:31:22
447,40.798675,-73.958480,43.4,3.39,2013/04/30,14:31:23
448,40.798646,-73.958471,43.4,3.27,2013/04/30,14:31:24
449,40.798617,-73.958456,43.4,3.58,2013/04/30,14:31:25
450,40.798589,-73.958440,43.4,3.57,2013/04/30,14:31:26
451,40.798559,-73.958425,43.4,3.45,2013/04/30,14:31:27
452,40.798529,-73.958406,43.4,3.46,2013/04/30,14:31:28
453,40.798501,-73.958387,43.4,3.51,2013/04/30,14:31:29
454,40.798476,-73.958365,43.4,3.43,2013/04/30,14:31:30
455,40.798453,-73.958341,43.4,3.63,2013/04/30,14:31:31
456,40.798425,-73.958314,43.4,3.70,2013/04/30,14:31:32
457,40.798402,-73.958287,43.4,3.72,2013/04/30,14:31:33
458,40.798378,-73.958253,43.4,3.65,2013/04/30,14:31:34
459,40.798360,-73.958219,43.4,3.51,2013/04/30,14:31:35
460,40.798345,-73.958184,43.4,3.63,2013/04/30,14:31:36
461,40.798328,-73.958145,43.6,3.64,2013/04/30,14:31:37
462,40.798314,-73.958107,44.0,3.60,2013/04/30,14:31:38
463,40.798302,-73.958070,44.4,3.69,2013/04/30,14:31:39
464,40.798290,-73.958028,44.6,3.49,2013/04/30,14:31:40
465,40.798281,-73.957991,45.2,3.46,2013/04/30,14:31:41
466,40.798271,-73.957950,45.4,3.54,2013/04/30,14:31:42
467,40.798261,-73.957913,45.4,3.36,2013/04/30,14:31:43
468,40.798253,-73.957876,45.4,3.25,2013/04/30,14:31:44
469,40.798247,-73.957840,45.4,3.52,2013/04/30,14:31:45
470,40.798238,-73.957800,45.4,3.50,2013/04/30,14:31:46
471,40.798230,-73.957760,45.4,3.30,2013/04/30,14:31:47
472,40.798223,-73.957721,46.0,3.34,2013/04/30,14:31:48
473,40.798215,-73.957683,46.4,3.42,2013/04/30,14:31:49
474,40.798202,-73.957646,47.0,3.41,2013/04/30,14:31:50
475,40.798190,-73.957615,47.2,3.30,2013/04/30,14:31:51
476,40.798176,-73.957575,47.4,3.32,2013/04/30,14:31:52
477,40.798165,-73.957539,47.6,3.30,2013/04/30,14:31:53
478,40.798151,-73.957504,47.6,3.36,2013/04/30,14:31:54
479,40.798139,-73.957469,47.6,3.24,2013/04/30,14:31:55
480,40.798127,-73.957437,47.6,3.25,2013/04/30,14:31:56
481,40.798112,-73.957403,47.6,3.33,2013/04/30,14:31:57
482,40.798095,-73.957372,48.0,2.84,2013/04/30,14:31:58
483,40.798079,-73.957341,48.4,3.11,2013/04/30,14:31:59
484,40.798063,-73.957308,48.6,3.23,2013/04/30,14:32:00
485,40.798045,-73.957281,49.4,3.17,2013/04/30,14:32:01
486,40.798024,-73.957254,49.6,3.05,2013/04/30,14:32:02
487,40.798005,-73.957233,50.0,2.91,2013/04/30,14:32:03
488,40.797981,-73.957210,50.0,3.02,2013/04/30,14:32:04
489,40.797959,-73.957190,50.0,2.85,2013/04/30,14:32:05
490,40.797938,-73.957168,50.0,3.33,2013/04/30,14:32:06
491,40.797912,-73.957143,50.0,3.32,2013/04/30,14:32:07
492,40.797886,-73.957121,50.0,3.35,2013/04/30,14:32:08
493,40.797860,-73.957105,50.0,3.32,2013/04/30,14:32:09
494,40.797830,-73.957089,50.0,3.38,2013/04/30,14:32:10
495,40.797804,-73.957075,50.0,3.24,2013/04/30,14:32:11
496,40.797776,-73.957061,50.0,2.98,2013/04/30,14:32:12
497,40.797749,-73.957048,50.0,3.26,2013/04/30,14:32:13
498,40.797720,-73.957040,50.0,3.05,2013/04/30,14:32:14
499,40.797695,-73.957035,50.0,2.93,2013/04/30,14:32:15
500,40.797668,-73.957032,50.0,2.88,2013/04/30,14:32:16
501,40.797639,-73.957031,50.4,3.06,2013/04/30,14:32:17
502,40.797612,-73.957029,50.6,2.95,2013/04/30,14:32:18
503,40.797585,-73.957028,51.2,2.99,2013/04/30,14:32:19
504,40.797559,-73.957028,51.4,2.82,2013/04/30,14:32:20
505,40.797534,-73.957027,51.6,2.82,2013/04/30,14:32:21
506,40.797507,-73.957028,52.0,2.92,2013/04/30,14:32:22
507,40.797480,-73.957032,52.0,2.89,2013/04/30,14:32:23
508,40.797452,-73.957035,52.0,3.09,2013/04/30,14:32:24
509,40.797425,-73.957037,52.0,2.82,2013/04/30,14:32:25
510,40.797397,-73.957037,52.0,3.37,2013/04/30,14:32:26
511,40.797365,-73.957036,52.0,3.65,2013/04/30,14:32:27
512,40.797328,-73.957033,52.0,3.98,2013/04/30,14:32:28
513,40.797290,-73.957028,52.0,4.18,2013/04/30,14:32:29
514,40.797259,-73.957027,52.0,2.89,2013/04/30,14:32:30
515,40.797223,-73.957021,52.0,4.86,2013/04/30,14:32:31
516,40.797175,-73.957007,52.0,5.21,2013/04/30,14:32:32
517,40.797129,-73.956991,52.0,5.50,2013/04/30,14:32:33
518,40.797075,-73.956972,52.0,5.88,2013/04/30,14:32:34
519,40.797022,-73.956946,52.0,6.13,2013/04/30,14:32:35
520,40.796971,-73.956917,52.0,6.45,2013/04/30,14:32:36
521,40.796913,-73.956882,52.0,6.59,2013/04/30,14:32:37
522,40.796855,-73.956852,52.0,6.97,2013/04/30,14:32:38
523,40.796796,-73.956826,52.0,7.12,2013/04/30,14:32:39
524,40.796728,-73.956802,52.0,7.23,2013/04/30,14:32:40
525,40.796667,-73.956786,52.0,7.41,2013/04/30,14:32:41
526,40.796595,-73.956778,52.0,7.49,2013/04/30,14:32:42
527,40.796530,-73.956784,52.0,6.85,2013/04/30,14:32:43
528,40.796463,-73.956796,51.4,7.38,2013/04/30,14:32:44
529,40.796398,-73.956812,51.4,7.83,2013/04/30,14:32:45
530,40.796328,-73.956836,51.2,8.03,2013/04/30,14:32:46
531,40.796255,-73.956871,50.6,8.04,2013/04/30,14:32:47
532,40.796188,-73.956917,50.4,8.09,2013/04/30,14:32:48
533,40.796126,-73.956970,50.0,8.13,2013/04/30,14:32:49
534,40.796065,-73.957027,50.0,8.23,2013/04/30,14:32:50
535,40.796004,-73.957083,50.0,8.23,2013/04/30,14:32:51
536,40.795943,-73.957142,49.6,8.31,2013/04/30,14:32:52
537,40.795884,-73.957206,49.4,8.30,2013/04/30,14:32:53
538,40.795829,-73.957276,49.0,8.52,2013/04/30,14:32:54
539,40.795774,-73.957354,48.4,8.61,2013/04/30,14:32:55
540,40.795724,-73.957430,48.0,8.68,2013/04/30,14:32:56
541,40.795675,-73.957510,48.0,8.74,2013/04/30,14:32:57
542,40.795625,-73.957597,48.0,8.78,2013/04/30,14:32:58
543,40.795582,-73.957680,47.4,8.90,2013/04/30,14:32:59
544,40.795542,-73.957774,47.2,8.98,2013/04/30,14:33:00
545,40.795506,-73.957870,46.4,9.09,2013/04/30,14:33:01
546,40.795472,-73.957977,46.2,9.17,2013/04/30,14:33:02
547,40.795441,-73.958078,46.0,9.17,2013/04/30,14:33:03
548,40.795419,-73.958184,45.6,9.28,2013/04/30,14:33:04
549,40.795394,-73.958292,45.4,9.39,2013/04/30,14:33:05
550,40.795367,-73.958393,45.2,9.46,2013/04/30,14:33:06
551,40.795334,-73.958504,44.6,9.46,2013/04/30,14:33:07
552,40.795297,-73.958603,44.4,9.43,2013/04/30,14:33:08
553,40.795256,-73.958688,44.0,9.45,2013/04/30,14:33:09
554,40.795198,-73.958784,43.6,9.54,2013/04/30,14:33:10
555,40.795139,-73.958866,43.4,9.53,2013/04/30,14:33:11
556,40.795070,-73.958946,43.0,9.44,2013/04/30,14:33:12
557,40.795001,-73.959013,41.2,9.30,2013/04/30,14:33:13
558,40.794934,-73.959067,41.2,9.06,2013/04/30,14:33:14
559,40.794864,-73.959111,41.2,8.75,2013/04/30,14:33:15
560,40.794792,-73.959148,41.2,8.42,2013/04/30,14:33:16
561,40.794717,-73.959180,41.2,8.04,2013/04/30,14:33:17
562,40.794648,-73.959209,41.2,7.83,2013/04/30,14:33:18
563,40.794582,-73.959237,41.2,7.66,2013/04/30,14:33:19
564,40.794518,-73.959269,41.2,7.55,2013/04/30,14:33:20
565,40.794463,-73.959301,41.2,7.41,2013/04/30,14:33:21
566,40.794398,-73.959348,41.2,7.18,2013/04/30,14:33:22
567,40.794345,-73.959395,41.2,7.01,2013/04/30,14:33:23
568,40.794297,-73.959448,41.2,6.69,2013/04/30,14:33:24
569,40.794254,-73.959502,41.2,6.32,2013/04/30,14:33:25
570,40.794221,-73.959551,41.2,6.07,2013/04/30,14:33:26
571,40.794187,-73.959607,41.2,5.89,2013/04/30,14:33:27
572,40.794155,-73.959666,41.2,5.76,2013/04/30,14:33:28
573,40.794127,-73.959722,41.2,5.52,2013/04/30,14:33:29
574,40.794100,-73.959779,41.4,5.59,2013/04/30,14:33:30
575,40.794080,-73.959834,42.0,5.49,2013/04/30,14:33:31
576,40.794062,-73.959897,42.4,5.37,2013/04/30,14:33:32
577,40.794051,-73.959955,42.6,5.32,2013/04/30,14:33:33
578,40.794037,-73.960021,43.4,5.35,2013/04/30,14:33:34
579,40.794022,-73.960080,43.4,5.31,2013/04/30,14:33:35
580,40.794008,-73.960137,43.4,5.20,2013/04/30,14:33:36
581,40.793990,-73.960202,43.4,5.52,2013/04/30,14:33:37
582,40.793973,-73.960263,43.4,5.49,2013/04/30,14:33:38
583,40.793956,-73.960322,43.4,5.55,2013/04/30,14:33:39
584,40.793936,-73.960387,43.4,5.59,2013/04/30,14:33:40
585,40.793918,-73.960446,43.4,5.62,2013/04/30,14:33:41
586,40.793899,-73.960513,43.4,5.71,2013/04/30,14:33:42
587,40.793880,-73.960575,44.0,5.58,2013/04/30,14:33:43
588,40.793859,-73.960635,44.4,5.55,2013/04/30,14:33:44
589,40.793838,-73.960690,44.6,5.45,2013/04/30,14:33:45
590,40.793815,-73.960747,45.2,5.52,2013/04/30,14:33:46
591,40.793788,-73.960808,45.4,5.53,2013/04/30,14:33:47
592,40.793763,-73.960865,45.6,5.52,2013/04/30,14:33:48
593,40.793737,-73.960921,46.0,5.57,2013/04/30,14:33:49
594,40.793709,-73.960975,46.2,5.37,2013/04/30,14:33:50
595,40.793683,-73.961028,46.2,5.37,2013/04/30,14:33:51
596,40.793655,-73.961079,46.4,5.34,2013/04/30,14:33:52
597,40.793625,-73.961129,46.4,5.29,2013/04/30,14:33:53
598,40.793595,-73.961177,46.4,5.27,2013/04/30,14:33:54
599,40.793563,-73.961224,46.2,5.20,2013/04/30,14:33:55
600,40.793535,-73.961267,46.2,5.09,2013/04/30,14:33:56
601,40.793505,-73.961311,46.2,4.94,2013/04/30,14:33:57
602,40.793472,-73.961356,46.2,4.92,2013/04/30,14:33:58
603,40.793439,-73.961396,46.2,4.95,2013/04/30,14:33:59
604,40.793405,-73.961433,46.2,4.87,2013/04/30,14:34:00
605,40.793375,-73.961468,46.2,4.71,2013/04/30,14:34:01
606,40.793339,-73.961504,46.2,4.62,2013/04/30,14:34:02
607,40.793309,-73.961533,46.2,4.42,2013/04/30,14:34:03
608,40.793275,-73.961566,46.2,4.39,2013/04/30,14:34:04
609,40.793243,-73.961595,46.2,4.23,2013/04/30,14:34:05
610,40.793213,-73.961620,46.2,4.11,2013/04/30,14:34:06
611,40.793182,-73.961647,46.2,3.82,2013/04/30,14:34:07
612,40.793153,-73.961674,46.2,3.97,2013/04/30,14:34:08
613,40.793126,-73.961698,46.2,3.84,2013/04/30,14:34:09
614,40.793094,-73.961722,46.2,3.93,2013/04/30,14:34:10
615,40.793064,-73.961743,46.2,3.97,2013/04/30,14:34:11
616,40.793031,-73.961766,46.2,3.88,2013/04/30,14:34:12
617,40.793000,-73.961786,46.2,3.83,2013/04/30,14:34:13
618,40.792970,-73.961807,46.2,3.77,2013/04/30,14:34:14
619,40.792941,-73.961826,46.2,3.87,2013/04/30,14:34:15
620,40.792910,-73.961848,46.2,3.90,2013/04/30,14:34:16
621,40.792878,-73.961871,46.2,3.79,2013/04/30,14:34:17
622,40.792846,-73.961890,46.2,3.91,2013/04/30,14:34:18
623,40.792814,-73.961911,46.2,3.92,2013/04/30,14:34:19
624,40.792785,-73.961932,46.2,3.58,2013/04/30,14:34:20
625,40.792760,-73.961950,46.4,3.77,2013/04/30,14:34:21
626,40.792727,-73.961972,47.0,3.69,2013/04/30,14:34:22
627,40.792696,-73.961988,47.4,3.71,2013/04/30,14:34:23
628,40.792665,-73.962005,47.6,3.67,2013/04/30,14:34:24
629,40.792635,-73.962022,48.2,3.53,2013/04/30,14:34:25
630,40.792610,-73.962040,48.2,3.35,2013/04/30,14:34:26
631,40.792583,-73.962057,48.2,3.42,2013/04/30,14:34:27
632,40.792553,-73.962077,48.2,3.37,2013/04/30,14:34:28
633,40.792526,-73.962096,48.2,3.37,2013/04/30,14:34:29
634,40.792501,-73.962114,48.4,3.07,2013/04/30,14:34:30
635,40.792476,-73.962127,48.6,3.28,2013/04/30,14:34:31
636,40.792447,-73.962142,49.2,3.20,2013/04/30,14:34:32
637,40.792424,-73.962156,49.4,3.15,2013/04/30,14:34:33
638,40.792396,-73.962173,49.6,3.27,2013/04/30,14:34:34
639,40.792369,-73.962187,50.2,3.13,2013/04/30,14:34:35
640,40.792345,-73.962197,50.2,3.01,2013/04/30,14:34:36
641,40.792317,-73.962208,50.2,3.01,2013/04/30,14:34:37
642,40.792290,-73.962219,50.2,3.11,2013/04/30,14:34:38
643,40.792265,-73.962231,50.2,3.20,2013/04/30,14:34:39
644,40.792235,-73.962243,50.4,3.13,2013/04/30,14:34:40
645,40.792209,-73.962251,50.6,3.05,2013/04/30,14:34:41
646,40.792182,-73.962260,51.2,2.73,2013/04/30,14:34:42
647,40.792160,-73.962267,51.4,2.31,2013/04/30,14:34:43
648,40.792138,-73.962281,52.0,2.85,2013/04/30,14:34:44
649,40.792115,-73.962294,52.2,2.90,2013/04/30,14:34:45
650,40.792089,-73.962307,52.2,2.87,2013/04/30,14:34:46
651,40.792063,-73.962319,52.2,2.92,2013/04/30,14:34:47
652,40.792037,-73.962331,52.2,2.97,2013/04/30,14:34:48
653,40.792010,-73.962342,52.2,3.00,2013/04/30,14:34:49
654,40.791983,-73.962352,52.2,3.05,2013/04/30,14:34:50
655,40.791961,-73.962362,52.2,2.94,2013/04/30,14:34:51
656,40.791933,-73.962378,52.2,2.86,2013/04/30,14:34:52
657,40.791911,-73.962390,52.2,2.55,2013/04/30,14:34:53
658,40.791887,-73.962397,52.2,2.61,2013/04/30,14:34:54
659,40.791863,-73.962404,52.2,2.73,2013/04/30,14:34:55
660,40.791840,-73.962415,52.2,2.77,2013/04/30,14:34:56
661,40.791816,-73.962430,52.2,2.85,2013/04/30,14:34:57
662,40.791793,-73.962445,52.2,2.56,2013/04/30,14:34:58
663,40.791770,-73.962459,52.2,2.80,2013/04/30,14:34:59
664,40.791744,-73.962473,52.2,2.97,2013/04/30,14:35:00
665,40.791720,-73.962488,52.2,3.14,2013/04/30,14:35:01
666,40.791693,-73.962508,52.2,3.15,2013/04/30,14:35:02
667,40.791668,-73.962526,52.2,3.22,2013/04/30,14:35:03
668,40.791641,-73.962546,52.2,3.16,2013/04/30,14:35:04
669,40.791614,-73.962564,52.2,3.31,2013/04/30,14:35:05
670,40.791587,-73.962583,52.2,3.50,2013/04/30,14:35:06
671,40.791557,-73.962606,52.2,3.63,2013/04/30,14:35:07
672,40.791527,-73.962630,52.2,3.78,2013/04/30,14:35:08
673,40.791497,-73.962654,52.2,4.10,2013/04/30,14:35:09
674,40.791461,-73.962683,52.2,4.34,2013/04/30,14:35:10
675,40.791429,-73.962711,52.2,4.52,2013/04/30,14:35:11
676,40.791393,-73.962745,52.2,4.57,2013/04/30,14:35:12
677,40.791358,-73.962784,52.2,5.10,2013/04/30,14:35:13
678,40.791322,-73.962828,52.2,5.41,2013/04/30,14:35:14
679,40.791289,-73.962873,52.2,5.69,2013/04/30,14:35:15
680,40.791251,-73.962922,52.2,5.94,2013/04/30,14:35:16
681,40.791210,-73.962978,52.2,6.22,2013/04/30,14:35:17
682,40.791171,-73.963034,52.2,6.40,2013/04/30,14:35:18
683,40.791134,-73.963096,52.2,6.61,2013/04/30,14:35:19
684,40.791098,-73.963160,52.2,6.61,2013/04/30,14:35:20
685,40.791068,-73.963218,52.2,6.68,2013/04/30,14:35:21
686,40.791030,-73.963292,52.2,6.65,2013/04/30,14:35:22
687,40.790999,-73.963360,52.2,6.54,2013/04/30,14:35:23
688,40.790969,-73.963429,52.2,6.66,2013/04/30,14:35:24
689,40.790940,-73.963500,52.2,6.65,2013/04/30,14:35:25
690,40.790914,-73.963564,52.2,6.49,2013/04/30,14:35:26
691,40.790882,-73.963629,52.2,6.35,2013/04/30,14:35:27
692,40.790844,-73.963694,52.2,6.50,2013/04/30,14:35:28
693,40.790806,-73.963753,52.2,6.46,2013/04/30,14:35:29
694,40.790767,-73.963808,52.2,6.21,2013/04/30,14:35:30
695,40.790726,-73.963859,52.2,6.68,2013/04/30,14:35:31
696,40.790679,-73.963912,52.2,6.24,2013/04/30,14:35:32
697,40.790637,-73.963957,52.2,6.49,2013/04/30,14:35:33
698,40.790586,-73.964002,52.2,6.22,2013/04/30,14:35:34
699,40.790535,-73.964038,52.2,6.26,2013/04/30,14:35:35
700,40.790488,-73.964069,52.2,6.26,2013/04/30,14:35:36
701,40.790432,-73.964100,52.2,6.21,2013/04/30,14:35:37
702,40.790378,-73.964125,52.2,6.23,2013/04/30,14:35:38
703,40.790326,-73.964146,52.2,6.31,2013/04/30,14:35:39
704,40.790268,-73.964167,52.2,6.17,2013/04/30,14:35:40
705,40.790216,-73.964182,52.2,6.19,2013/04/30,14:35:41
706,40.790157,-73.964194,52.2,6.07,2013/04/30,14:35:42
707,40.790102,-73.964198,52.2,6.07,2013/04/30,14:35:43
708,40.790046,-73.964197,52.2,6.01,2013/04/30,14:35:44
709,40.789995,-73.964192,52.2,5.92,2013/04/30,14:35:45
710,40.789942,-73.964184,52.2,5.89,2013/04/30,14:35:46
711,40.789886,-73.964176,52.2,5.88,2013/04/30,14:35:47
712,40.789833,-73.964167,52.2,5.74,2013/04/30,14:35:48
713,40.789782,-73.964160,52.2,5.63,2013/04/30,14:35:49
714,40.789731,-73.964155,52.4,5.52,2013/04/30,14:35:50
715,40.789687,-73.964152,51.4,5.48,2013/04/30,14:35:51
716,40.789631,-73.964148,49.4,5.43,2013/04/30,14:35:52
717,40.789582,-73.964147,49.4,5.25,2013/04/30,14:35:53
718,40.789535,-73.964149,49.4,5.22,2013/04/30,14:35:54
719,40.789486,-73.964153,49.4,5.30,2013/04/30,14:35:55
720,40.789442,-73.964160,49.4,5.11,2013/04/30,14:35:56
721,40.789397,-73.964170,49.4,5.11,2013/04/30,14:35:57
722,40.789348,-73.964183,49.4,5.22,2013/04/30,14:35:58
723,40.789301,-73.964202,49.4,5.15,2013/04/30,14:35:59
724,40.789259,-73.964225,49.4,5.05,2013/04/30,14:36:00
725,40.789219,-73.964249,49.4,5.02,2013/04/30,14:36:01
726,40.789177,-73.964276,49.4,4.83,2013/04/30,14:36:02
727,40.789139,-73.964300,49.4,4.79,2013/04/30,14:36:03
728,40.789100,-73.964330,49.4,4.68,2013/04/30,14:36:04
729,40.789064,-73.964361,49.4,4.60,2013/04/30,14:36:05
730,40.789032,-73.964391,49.4,4.59,2013/04/30,14:36:06
731,40.788998,-73.964428,49.4,4.61,2013/04/30,14:36:07
732,40.788968,-73.964464,49.4,4.43,2013/04/30,14:36:08
733,40.788942,-73.964499,49.4,4.29,2013/04/30,14:36:09
734,40.788915,-73.964540,49.4,4.33,2013/04/30,14:36:10
735,40.788894,-73.964580,49.4,4.24,2013/04/30,14:36:11
736,40.788870,-73.964621,49.4,4.06,2013/04/30,14:36:12
737,40.788847,-73.964660,49.4,4.08,2013/04/30,14:36:13
738,40.788826,-73.964699,49.6,3.98,2013/04/30,14:36:14
739,40.788809,-73.964738,50.4,4.00,2013/04/30,14:36:15
740,40.788793,-73.964782,50.6,4.05,2013/04/30,14:36:16
741,40.788777,-73.964829,51.2,4.05,2013/04/30,14:36:17
742,40.788765,-73.964873,51.4,3.91,2013/04/30,14:36:18
743,40.788753,-73.964917,51.4,3.89,2013/04/30,14:36:19
744,40.788741,-73.964960,51.4,3.83,2013/04/30,14:36:20
745,40.788729,-73.965003,51.4,3.83,2013/04/30,14:36:21
746,40.788714,-73.965042,51.4,3.58,2013/04/30,14:36:22
747,40.788700,-73.965080,51.4,3.55,2013/04/30,14:36:23
748,40.788687,-73.965119,51.4,3.58,2013/04/30,14:36:24
749,40.788675,-73.965158,51.4,3.57,2013/04/30,14:36:25
750,40.788663,-73.965195,51.4,3.40,2013/04/30,14:36:26
751,40.788652,-73.965232,51.4,3.36,2013/04/30,14:36:27
752,40.788639,-73.965271,51.4,3.33,2013/04/30,14:36:28
753,40.788626,-73.965307,51.4,3.28,2013/04/30,14:36:29
754,40.788612,-73.965343,51.4,3.36,2013/04/30,14:36:30
755,40.788601,-73.965376,52.0,3.28,2013/04/30,14:36:31
756,40.788589,-73.965417,52.4,3.44,2013/04/30,14:36:32
757,40.788581,-73.965453,52.6,3.44,2013/04/30,14:36:33
758,40.788571,-73.965495,53.4,3.41,2013/04/30,14:36:34
759,40.788559,-73.965534,53.6,3.58,2013/04/30,14:36:35
760,40.788547,-73.965571,53.6,3.62,2013/04/30,14:36:36
761,40.788533,-73.965613,53.6,3.62,2013/04/30,14:36:37
762,40.788519,-73.965652,53.6,3.63,2013/04/30,14:36:38
763,40.788505,-73.965689,53.6,3.57,2013/04/30,14:36:39
764,40.788489,-73.965728,53.6,3.55,2013/04/30,14:36:40
765,40.788474,-73.965763,53.6,3.55,2013/04/30,14:36:41
766,40.788457,-73.965802,53.6,3.52,2013/04/30,14:36:42
767,40.788441,-73.965838,53.6,3.53,2013/04/30,14:36:43
768,40.788423,-73.965874,53.6,3.51,2013/04/30,14:36:44
769,40.788408,-73.965906,53.6,3.36,2013/04/30,14:36:45
770,40.788392,-73.965940,54.2,3.37,2013/04/30,14:36:46
771,40.788376,-73.965978,54.4,3.36,2013/04/30,14:36:47
772,40.788360,-73.966013,55.0,3.40,2013/04/30,14:36:48
773,40.788341,-73.966047,55.4,3.53,2013/04/30,14:36:49
774,40.788323,-73.966082,55.6,3.43,2013/04/30,14:36:50
775,40.788307,-73.966116,55.6,3.43,2013/04/30,14:36:51
776,40.788285,-73.966152,55.6,3.63,2013/04/30,14:36:52
777,40.788268,-73.966190,55.6,3.72,2013/04/30,14:36:53
778,40.788249,-73.966227,55.6,3.78,2013/04/30,14:36:54
779,40.788226,-73.966263,55.6,4.07,2013/04/30,14:36:55
780,40.788202,-73.966295,55.6,3.85,2013/04/30,14:36:56
781,40.788178,-73.966331,55.6,3.98,2013/04/30,14:36:57
782,40.788150,-73.966372,55.6,4.52,2013/04/30,14:36:58
783,40.788122,-73.966414,55.6,4.62,2013/04/30,14:36:59
784,40.788092,-73.966456,55.6,4.85,2013/04/30,14:37:00
785,40.788061,-73.966495,55.6,5.12,2013/04/30,14:37:01
786,40.788023,-73.966543,55.6,5.62,2013/04/30,14:37:02
787,40.787990,-73.966589,55.6,5.62,2013/04/30,14:37:03
788,40.787949,-73.966642,55.6,6.10,2013/04/30,14:37:04
789,40.787904,-73.966691,55.6,6.45,2013/04/30,14:37:05
790,40.787861,-73.966738,55.6,6.70,2013/04/30,14:37:06
791,40.787810,-73.966794,55.6,6.95,2013/04/30,14:37:07
792,40.787758,-73.966847,55.6,7.15,2013/04/30,14:37:08
793,40.787709,-73.966895,55.6,7.24,2013/04/30,14:37:09
794,40.787651,-73.966951,55.6,7.37,2013/04/30,14:37:10
795,40.787597,-73.967000,55.6,7.61,2013/04/30,14:37:11
796,40.787535,-73.967053,55.6,7.78,2013/04/30,14:37:12
797,40.787475,-73.967101,55.6,7.97,2013/04/30,14:37:13
798,40.787412,-73.967150,55.6,8.13,2013/04/30,14:37:14
799,40.787348,-73.967198,55.6,8.28,2013/04/30,14:37:15
800,40.787275,-73.967250,55.4,8.38,2013/04/30,14:37:16
801,40.787210,-73.967294,55.0,8.46,2013/04/30,14:37:17
802,40.787142,-73.967335,54.4,8.55,2013/04/30,14:37:18
803,40.787069,-73.967376,54.2,8.54,2013/04/30,14:37:19
804,40.786994,-73.967412,53.6,8.53,2013/04/30,14:37:20
805,40.786917,-73.967444,53.4,8.41,2013/04/30,14:37:21
806,40.786855,-73.967466,53.4,8.30,2013/04/30,14:37:22
807,40.786773,-73.967491,53.4,8.19,2013/04/30,14:37:23
808,40.786704,-73.967509,53.4,7.87,2013/04/30,14:37:24
809,40.786634,-73.967524,53.4,7.60,2013/04/30,14:37:25
810,40.786568,-73.967534,53.4,7.65,2013/04/30,14:37:26
811,40.786501,-73.967541,53.2,7.42,2013/04/30,14:37:27
812,40.786431,-73.967545,52.6,7.23,2013/04/30,14:37:28
813,40.786365,-73.967543,52.4,6.96,2013/04/30,14:37:29
814,40.786298,-73.967537,52.0,6.68,2013/04/30,14:37:30
815,40.786248,-73.967532,51.4,6.43,2013/04/30,14:37:31
816,40.786181,-73.967523,51.4,6.25,2013/04/30,14:37:32
817,40.786126,-73.967512,51.4,5.99,2013/04/30,14:37:33
818,40.786076,-73.967499,51.4,5.85,2013/04/30,14:37:34
819,40.786024,-73.967482,51.4,5.43,2013/04/30,14:37:35
820,40.785981,-73.967467,51.4,5.87,2013/04/30,14:37:36
