No,Latitude,Longitude,Altitude,Heartrate,Date,Time
436,34.186968,-118.925190,198.6,124,2008/08/21,13:46:43
437,34.186735,-118.925312,197.2,126,2008/08/21,13:46:46
438,34.186648,-118.925331,196.7,126,2008/08/21,13:46:47
439,34.185954,-118.925470,196.7,126,2008/08/21,13:46:54
440,34.185569,-118.925558,199.1,128,2008/08/21,13:46:58
441,34.185321,-118.925613,201.1,129,2008/08/21,13:47:01
442,34.184827,-118.925729,203.5,133,2008/08/21,13:47:08
443,34.184208,-118.925863,204.9,133,2008/08/21,13:47:17
444,34.183710,-118.925993,203.9,133,2008/08/21,13:47:24
445,34.183483,-118.926086,202.5,132,2008/08/21,13:47:27
446,34.183153,-118.926287,200.6,130,2008/08/21,13:47:31
447,34.182798,-118.926577,197.2,128,2008/08/21,13:47:35
448,34.182253,-118.927098,195.3,126,2008/08/21,13:47:41
449,34.181748,-118.927613,195.3,121,2008/08/21,13:47:47
450,34.181369,-118.928072,196.2,122,2008/08/21,13:47:52
451,34.180827,-118.928894,196.2,123,2008/08/21,13:48:00
452,34.180555,-118.929454,196.2,126,2008/08/21,13:48:05
453,34.180373,-118.930071,195.8,128,2008/08/21,13:48:10
454,34.180175,-118.930909,196.7,129,2008/08/21,13:48:17
455,34.179945,-118.931469,196.2,129,2008/08/21,13:48:22
456,34.179547,-118.932277,197.7,130,2008/08/21,13:48:29
457,34.179303,-118.932824,199.1,133,2008/08/21,13:48:34
458,34.179149,-118.933380,200.1,138,2008/08/21,13:48:39
459,34.179072,-118.933937,201.5,140,2008/08/21,13:48:44
460,34.179016,-118.934597,203.9,142,2008/08/21,13:48:50
461,34.178972,-118.935276,204.9,146,2008/08/21,13:48:56
462,34.178897,-118.936007,205.9,151,2008/08/21,13:49:03
463,34.178789,-118.936976,205.9,151,2008/08/21,13:49:12
464,34.178712,-118.937585,204.4,151,2008/08/21,13:49:17
465,34.178585,-118.938623,204.4,150,2008/08/21,13:49:25
466,34.178466,-118.939739,203.0,147,2008/08/21,13:49:34
467,34.178441,-118.940616,203.0,144,2008/08/21,13:49:41
468,34.178528,-118.941396,201.5,141,2008/08/21,13:49:47
469,34.178728,-118.942182,201.1,139,2008/08/21,13:49:53
470,34.178962,-118.942904,200.6,133,2008/08/21,13:49:59
471,34.179122,-118.943399,201.1,128,2008/08/21,13:50:04
472,34.179194,-118.943621,201.5,123,2008/08/21,13:50:07
473,34.179244,-118.943798,202.5,118,2008/08/21,13:50:11
474,34.179276,-118.943877,203.0,113,2008/08/21,13:50:15
475,34.179285,-118.943899,203.0,109,2008/08/21,13:50:17
476,34.179300,-118.943939,203.0,110,2008/08/21,13:50:23
477,34.179322,-118.943990,202.5,111,2008/08/21,13:50:31
478,34.179370,-118.944140,202.0,113,2008/08/21,13:50:35
479,34.179482,-118.944507,202.0,118,2008/08/21,13:50:41
480,34.179626,-118.944978,202.0,119,2008/08/21,13:50:47
481,34.179723,-118.945555,202.0,122,2008/08/21,13:50:53
482,34.179744,-118.946145,202.0,124,2008/08/21,13:50:59
483,34.179754,-118.946840,202.0,118,2008/08/21,13:51:07
484,34.179759,-118.947565,202.0,116,2008/08/21,13:51:15
485,34.179748,-118.948346,202.0,118,2008/08/21,13:51:23
486,34.179631,-118.949029,201.5,118,2008/08/21,13:51:30
487,34.179439,-118.949588,202.0,117,2008/08/21,13:51:36
488,34.179181,-118.950234,202.5,117,2008/08/21,13:51:43
489,34.179003,-118.951005,203.0,118,2008/08/21,13:51:51
490,34.178972,-118.951416,203.5,116,2008/08/21,13:51:56
491,34.178964,-118.951847,204.4,112,2008/08/21,13:52:03
492,34.178955,-118.952096,203.0,112,2008/08/21,13:52:07
493,34.178811,-118.952320,203.0,113,2008/08/21,13:52:11
494,34.178606,-118.952289,203.9,116,2008/08/21,13:52:14
495,34.178215,-118.952155,205.4,122,2008/08/21,13:52:20
496,34.177813,-118.952115,207.3,124,2008/08/21,13:52:26
497,34.177332,-118.952162,210.2,127,2008/08/21,13:52:33
498,34.176934,-118.952267,212.1,133,2008/08/21,13:52:39
499,34.176548,-118.952461,212.6,138,2008/08/21,13:52:45
500,34.176187,-118.952730,212.6,142,2008/08/21,13:52:51
501,34.175819,-118.953097,209.7,140,2008/08/21,13:52:57
502,34.175464,-118.953484,208.3,139,2008/08/21,13:53:02
503,34.175037,-118.953848,207.8,137,2008/08/21,13:53:07
504,34.174636,-118.954031,206.8,136,2008/08/21,13:53:11
505,34.173925,-118.954190,207.8,134,2008/08/21,13:53:18
506,34.173179,-118.954349,208.3,132,2008/08/21,13:53:26
507,34.172525,-118.954544,209.2,129,2008/08/21,13:53:34
508,34.171926,-118.954779,209.7,128,2008/08/21,13:53:42
509,34.171216,-118.955032,210.2,127,2008/08/21,13:53:51
510,34.170391,-118.955265,209.7,128,2008/08/21,13:54:01
511,34.169855,-118.955505,210.2,128,2008/08/21,13:54:08
512,34.169205,-118.955855,210.7,127,2008/08/21,13:54:17
513,34.168689,-118.956084,212.1,126,2008/08/21,13:54:24
514,34.168108,-118.956272,213.6,126,2008/08/21,13:54:32
515,34.167696,-118.956369,214.5,128,2008/08/21,13:54:38
516,34.167369,-118.956417,216.0,129,2008/08/21,13:54:43
517,34.166970,-118.956410,218.4,130,2008/08/21,13:54:49
518,34.166398,-118.956284,219.3,131,2008/08/21,13:54:58
519,34.165885,-118.956199,219.8,131,2008/08/21,13:55:05
520,34.165457,-118.956225,219.8,133,2008/08/21,13:55:11
521,34.164900,-118.956363,221.2,133,2008/08/21,13:55:19
522,34.164405,-118.956459,221.7,133,2008/08/21,13:55:26
523,34.163888,-118.956563,222.2,131,2008/08/21,13:55:33
524,34.163311,-118.956677,223.2,129,2008/08/21,13:55:41
525,34.162678,-118.956795,223.6,127,2008/08/21,13:55:50
526,34.162257,-118.956875,223.6,122,2008/08/21,13:55:57
527,34.162127,-118.956900,224.1,117,2008/08/21,13:56:00
528,34.162007,-118.956918,224.6,113,2008/08/21,13:56:05
529,34.161959,-118.956928,224.1,112,2008/08/21,13:56:11
530,34.161962,-118.956918,224.1,111,2008/08/21,13:56:27
531,34.161896,-118.956936,224.1,111,2008/08/21,13:56:31
532,34.161747,-118.956977,223.6,112,2008/08/21,13:56:35
533,34.161648,-118.957004,224.6,113,2008/08/21,13:56:37
534,34.161242,-118.957080,224.6,118,2008/08/21,13:56:44
535,34.160818,-118.957161,225.1,123,2008/08/21,13:56:51
536,34.160531,-118.957215,225.6,125,2008/08/21,13:56:56
537,34.160201,-118.957291,226.5,124,2008/08/21,13:57:02
538,34.159752,-118.957374,227.0,120,2008/08/21,13:57:10
539,34.159431,-118.957486,228.0,119,2008/08/21,13:57:16
540,34.159210,-118.957417,228.0,119,2008/08/21,13:57:20
541,34.159094,-118.957222,228.0,119,2008/08/21,13:57:23
542,34.158853,-118.956848,228.9,122,2008/08/21,13:57:29
543,34.158436,-118.956428,229.4,125,2008/08/21,13:57:37
544,34.158058,-118.956140,230.4,127,2008/08/21,13:57:44
545,34.157752,-118.955915,233.3,128,2008/08/21,13:57:50
546,34.157174,-118.955489,236.6,131,2008/08/21,13:58:02
547,34.156740,-118.955136,239.0,135,2008/08/21,13:58:11
548,34.156455,-118.954819,240.5,137,2008/08/21,13:58:18
549,34.156182,-118.954381,243.8,140,2008/08/21,13:58:26
550,34.156036,-118.954099,245.3,142,2008/08/21,13:58:31
551,34.155824,-118.953670,247.7,148,2008/08/21,13:58:39
552,34.155741,-118.953516,249.6,149,2008/08/21,13:58:42
553,34.155512,-118.953074,252.5,151,2008/08/21,13:58:51
554,34.155274,-118.952608,255.4,151,2008/08/21,13:59:01
555,34.154983,-118.952044,256.8,149,2008/08/21,13:59:13
556,34.154737,-118.951532,259.2,147,2008/08/21,13:59:23
557,34.154573,-118.951010,260.2,146,2008/08/21,13:59:32
558,34.154471,-118.950380,262.1,146,2008/08/21,13:59:42
559,34.154435,-118.949715,264.5,144,2008/08/21,13:59:52
560,34.154403,-118.949128,266.9,143,2008/08/21,14:00:01
561,34.154327,-118.948663,267.9,143,2008/08/21,14:00:08
562,34.154271,-118.948175,268.3,145,2008/08/21,14:00:15
563,34.154265,-118.947742,270.7,147,2008/08/21,14:00:21
564,34.154258,-118.947554,272.7,149,2008/08/21,14:00:24
565,34.154242,-118.947244,275.6,152,2008/08/21,14:00:30
566,34.154240,-118.946853,277.5,154,2008/08/21,14:00:38
567,34.154293,-118.946417,279.9,154,2008/08/21,14:00:47
568,34.154369,-118.945950,281.3,153,2008/08/21,14:00:56
569,34.154431,-118.945584,284.2,154,2008/08/21,14:01:03
570,34.154531,-118.945001,286.6,155,2008/08/21,14:01:14
571,34.154548,-118.944896,288.1,155,2008/08/21,14:01:16
572,34.154623,-118.944455,289.0,154,2008/08/21,14:01:24
573,34.154699,-118.943992,290.9,153,2008/08/21,14:01:32
574,34.154778,-118.943522,291.9,150,2008/08/21,14:01:41
575,34.154851,-118.943066,291.9,147,2008/08/21,14:01:49
576,34.154967,-118.942578,292.4,144,2008/08/21,14:01:56
577,34.155151,-118.941951,292.9,143,2008/08/21,14:02:05
578,34.155296,-118.941494,295.7,142,2008/08/21,14:02:13
579,34.155425,-118.941090,299.1,142,2008/08/21,14:02:21
580,34.155485,-118.940901,300.5,142,2008/08/21,14:02:25
581,34.155594,-118.940574,302.0,141,2008/08/21,14:02:33
582,34.155623,-118.940498,303.4,141,2008/08/21,14:02:35
583,34.155708,-118.940195,305.4,143,2008/08/21,14:02:43
584,34.155745,-118.940042,307.3,144,2008/08/21,14:02:47
585,34.155773,-118.939863,309.2,146,2008/08/21,14:02:51
586,34.155807,-118.939564,311.6,147,2008/08/21,14:02:59
587,34.155833,-118.939221,314.5,149,2008/08/21,14:03:09
588,34.155857,-118.938870,317.4,150,2008/08/21,14:03:19
589,34.155894,-118.938559,320.3,151,2008/08/21,14:03:28
590,34.155987,-118.938236,323.1,152,2008/08/21,14:03:38
591,34.156128,-118.937956,325.1,152,2008/08/21,14:03:47
592,34.156394,-118.937584,327.9,150,2008/08/21,14:04:00
593,34.156581,-118.937345,330.8,149,2008/08/21,14:04:09
594,34.156676,-118.937085,333.7,149,2008/08/21,14:04:17
595,34.156661,-118.936822,336.6,150,2008/08/21,14:04:24
596,34.156657,-118.936783,336.6,151,2008/08/21,14:04:25
597,34.156638,-118.936514,340.0,152,2008/08/21,14:04:32
598,34.156641,-118.936219,341.9,153,2008/08/21,14:04:40
599,34.156677,-118.935913,343.8,154,2008/08/21,14:04:48
600,34.156731,-118.935631,345.7,154,2008/08/21,14:04:55
601,34.156802,-118.935302,347.7,154,2008/08/21,14:05:03
602,34.156826,-118.934967,350.1,153,2008/08/21,14:05:12
603,34.156816,-118.934759,352.0,153,2008/08/21,14:05:18
604,34.156809,-118.934649,353.4,153,2008/08/21,14:05:21
605,34.156797,-118.934450,354.9,154,2008/08/21,14:05:26
606,34.156813,-118.934199,356.8,155,2008/08/21,14:05:32
607,34.156763,-118.934010,358.7,156,2008/08/21,14:05:37
608,34.156647,-118.933744,361.1,157,2008/08/21,14:05:44
609,34.156587,-118.933635,362.1,158,2008/08/21,14:05:47
610,34.156526,-118.933456,363.0,158,2008/08/21,14:05:51
611,34.156436,-118.933173,365.0,158,2008/08/21,14:05:57
612,34.156415,-118.933019,365.4,158,2008/08/21,14:06:00
613,34.156349,-118.932627,366.9,158,2008/08/21,14:06:08
614,34.156291,-118.932247,368.8,158,2008/08/21,14:06:15
615,34.156177,-118.931843,370.7,158,2008/08/21,14:06:23
616,34.156138,-118.931756,372.2,157,2008/08/21,14:06:25
617,34.155969,-118.931332,373.6,156,2008/08/21,14:06:34
618,34.155952,-118.931277,374.1,156,2008/08/21,14:06:35
619,34.155902,-118.930979,375.1,156,2008/08/21,14:06:40
620,34.155875,-118.930862,375.5,156,2008/08/21,14:06:42
621,34.155854,-118.930443,376.5,157,2008/08/21,14:06:49
622,34.155869,-118.930108,379.9,157,2008/08/21,14:06:55
623,34.155934,-118.929692,381.3,157,2008/08/21,14:07:02
624,34.156008,-118.929222,384.7,156,2008/08/21,14:07:10
625,34.156013,-118.929169,385.1,156,2008/08/21,14:07:11
626,34.156089,-118.928729,387.5,157,2008/08/21,14:07:19
627,34.156140,-118.928410,388.5,156,2008/08/21,14:07:25
628,34.156172,-118.928136,389.5,156,2008/08/21,14:07:30
629,34.156217,-118.927751,390.4,155,2008/08/21,14:07:37
630,34.156227,-118.927646,390.4,154,2008/08/21,14:07:39
631,34.156205,-118.927248,389.5,150,2008/08/21,14:07:48
632,34.156194,-118.927204,389.5,148,2008/08/21,14:07:53
633,34.156191,-118.927213,389.5,145,2008/08/21,14:08:00
634,34.156192,-118.927218,389.5,140,2008/08/21,14:08:11
635,34.156196,-118.927218,389.0,135,2008/08/21,14:08:22
636,34.156199,-118.927217,389.0,130,2008/08/21,14:08:29
637,34.156197,-118.927216,389.0,125,2008/08/21,14:08:39
638,34.156195,-118.927215,389.0,120,2008/08/21,14:09:06
639,34.156193,-118.927215,389.5,115,2008/08/21,14:09:14
640,34.156201,-118.927200,389.5,113,2008/08/21,14:09:23
641,34.156206,-118.927102,388.0,113,2008/08/21,14:09:27
642,34.156210,-118.926950,387.1,113,2008/08/21,14:09:30
643,34.156274,-118.926636,383.7,113,2008/08/21,14:09:34
644,34.156304,-118.926540,383.7,113,2008/08/21,14:09:35
645,34.156339,-118.926449,383.7,113,2008/08/21,14:09:36
646,34.156578,-118.926072,377.9,113,2008/08/21,14:09:41
647,34.156719,-118.925937,376.5,112,2008/08/21,14:09:43
648,34.157031,-118.925744,374.1,111,2008/08/21,14:09:47
649,34.157180,-118.925557,371.7,111,2008/08/21,14:09:50
650,34.157156,-118.925373,371.2,112,2008/08/21,14:09:52
651,34.157010,-118.925250,370.2,112,2008/08/21,14:09:54
652,34.156667,-118.924924,363.5,115,2008/08/21,14:09:58
653,34.156601,-118.924799,363.0,115,2008/08/21,14:09:59
654,34.156365,-118.924276,358.7,118,2008/08/21,14:10:03
655,34.156200,-118.923882,355.8,118,2008/08/21,14:10:06
656,34.155872,-118.923436,352.0,118,2008/08/21,14:10:10
657,34.155531,-118.922903,345.7,116,2008/08/21,14:10:15
658,34.155552,-118.922614,342.4,115,2008/08/21,14:10:17
659,34.155586,-118.922458,341.9,115,2008/08/21,14:10:18
660,34.155692,-118.921997,338.0,116,2008/08/21,14:10:21
661,34.155676,-118.921355,334.7,117,2008/08/21,14:10:25
662,34.155431,-118.920606,333.2,121,2008/08/21,14:10:30
663,34.155394,-118.919978,327.5,125,2008/08/21,14:10:34
664,34.155431,-118.919819,328.4,126,2008/08/21,14:10:35
665,34.155561,-118.919524,327.0,128,2008/08/21,14:10:37
666,34.155963,-118.918868,329.4,134,2008/08/21,14:10:42
667,34.156205,-118.918338,332.8,139,2008/08/21,14:10:46
668,34.156291,-118.917926,333.2,143,2008/08/21,14:10:49
669,34.156235,-118.917480,332.3,146,2008/08/21,14:10:52
670,34.156010,-118.917072,330.8,149,2008/08/21,14:10:55
671,34.155800,-118.916838,331.3,151,2008/08/21,14:10:57
672,34.155582,-118.916598,329.4,154,2008/08/21,14:10:59
673,34.155264,-118.916232,325.5,155,2008/08/21,14:11:02
674,34.154647,-118.915474,323.6,156,2008/08/21,14:11:08
675,34.154088,-118.914944,320.7,155,2008/08/21,14:11:13
676,34.153858,-118.914737,320.3,155,2008/08/21,14:11:15
677,34.153524,-118.914406,318.3,154,2008/08/21,14:11:18
678,34.153208,-118.913819,317.4,153,2008/08/21,14:11:22
679,34.153101,-118.913319,316.9,153,2008/08/21,14:11:25
680,34.153080,-118.912989,316.4,153,2008/08/21,14:11:27
681,34.153140,-118.911996,315.0,153,2008/08/21,14:11:33
682,34.153183,-118.911328,313.5,154,2008/08/21,14:11:37
683,34.153260,-118.910022,313.5,154,2008/08/21,14:11:45
684,34.153275,-118.908958,314.0,152,2008/08/21,14:11:52
685,34.153161,-118.908006,312.1,152,2008/08/21,14:11:58
686,34.153003,-118.906866,310.2,154,2008/08/21,14:12:05
687,34.152805,-118.905777,306.8,154,2008/08/21,14:12:12
688,34.152652,-118.904837,304.9,154,2008/08/21,14:12:18
689,34.152539,-118.904089,305.8,153,2008/08/21,14:12:23
690,34.152516,-118.903954,306.8,153,2008/08/21,14:12:24
691,34.152355,-118.903573,305.8,153,2008/08/21,14:12:27
692,34.152141,-118.903418,305.4,153,2008/08/21,14:12:29
693,34.151885,-118.903369,305.4,153,2008/08/21,14:12:31
694,34.151621,-118.903381,304.4,153,2008/08/21,14:12:33
695,34.150697,-118.903404,303.4,154,2008/08/21,14:12:40
696,34.149573,-118.903419,302.5,155,2008/08/21,14:12:49
697,34.148486,-118.903433,303.4,154,2008/08/21,14:12:58
698,34.147287,-118.903450,302.5,153,2008/08/21,14:13:08
699,34.146219,-118.903458,303.0,151,2008/08/21,14:13:17
700,34.145403,-118.903468,302.0,151,2008/08/21,14:13:24
701,34.144470,-118.903460,303.4,152,2008/08/21,14:13:32
702,34.143742,-118.903463,305.8,152,2008/08/21,14:13:39
703,34.143364,-118.903331,306.3,152,2008/08/21,14:13:43
704,34.143172,-118.903053,306.3,151,2008/08/21,14:13:46
705,34.143101,-118.902677,305.8,152,2008/08/21,14:13:49
706,34.143092,-118.901581,303.9,152,2008/08/21,14:13:57
707,34.143128,-118.900706,302.5,151,2008/08/21,14:14:03
708,34.143167,-118.900103,301.5,151,2008/08/21,14:14:07
709,34.143158,-118.899077,300.5,149,2008/08/21,14:14:14
710,34.143152,-118.897752,300.5,149,2008/08/21,14:14:23
711,34.143095,-118.896843,298.6,149,2008/08/21,14:14:29
712,34.142965,-118.896126,298.6,149,2008/08/21,14:14:34
713,34.142867,-118.895295,299.1,149,2008/08/21,14:14:40
714,34.142854,-118.894323,299.6,147,2008/08/21,14:14:47
715,34.142843,-118.893508,300.1,146,2008/08/21,14:14:53
716,34.142840,-118.892444,297.2,144,2008/08/21,14:15:01
717,34.142832,-118.892016,295.7,144,2008/08/21,14:15:04
718,34.142823,-118.891004,294.3,143,2008/08/21,14:15:11
719,34.142816,-118.889968,292.9,143,2008/08/21,14:15:18
720,34.142745,-118.889224,293.3,143,2008/08/21,14:15:23
721,34.142582,-118.888678,294.3,143,2008/08/21,14:15:27
722,34.142318,-118.888071,294.8,145,2008/08/21,14:15:32
723,34.141961,-118.887604,294.8,144,2008/08/21,14:15:37
724,34.141422,-118.886976,294.3,143,2008/08/21,14:15:44
725,34.141066,-118.886510,294.8,142,2008/08/21,14:15:49
726,34.140781,-118.885935,293.3,142,2008/08/21,14:15:54
727,34.140535,-118.885142,290.0,141,2008/08/21,14:16:00
728,34.140313,-118.884133,290.0,141,2008/08/21,14:16:07
729,34.140130,-118.883290,290.0,141,2008/08/21,14:16:13
730,34.139851,-118.881925,290.9,141,2008/08/21,14:16:23
731,34.139806,-118.881372,290.5,141,2008/08/21,14:16:27
732,34.139856,-118.880684,290.0,141,2008/08/21,14:16:32
733,34.140025,-118.880008,289.5,140,2008/08/21,14:16:37
734,34.140367,-118.878999,290.0,140,2008/08/21,14:16:45
735,34.140675,-118.878331,290.5,140,2008/08/21,14:16:51
736,34.141021,-118.877856,291.4,143,2008/08/21,14:16:56
737,34.141374,-118.877488,292.4,146,2008/08/21,14:17:01
738,34.141566,-118.877332,293.8,148,2008/08/21,14:17:04
739,34.141697,-118.877157,296.7,149,2008/08/21,14:17:07
740,34.141650,-118.876959,297.7,149,2008/08/21,14:17:10
741,34.141449,-118.876857,296.7,149,2008/08/21,14:17:13
742,34.141364,-118.876836,296.7,149,2008/08/21,14:17:14
743,34.141173,-118.876799,294.8,149,2008/08/21,14:17:16
744,34.140967,-118.876719,292.9,149,2008/08/21,14:17:18
745,34.140675,-118.876470,290.5,149,2008/08/21,14:17:21
746,34.140516,-118.876241,289.0,149,2008/08/21,14:17:23
747,34.140295,-118.875897,290.9,150,2008/08/21,14:17:26
748,34.139890,-118.875216,290.5,151,2008/08/21,14:17:32
749,34.139802,-118.874686,289.5,151,2008/08/21,14:17:36
750,34.139926,-118.874315,290.0,151,2008/08/21,14:17:39
751,34.140165,-118.874034,290.9,151,2008/08/21,14:17:42
752,34.140358,-118.873908,290.9,150,2008/08/21,14:17:44
753,34.140962,-118.873606,290.0,150,2008/08/21,14:17:50
754,34.141401,-118.873548,290.0,150,2008/08/21,14:17:54
755,34.142141,-118.873609,291.4,150,2008/08/21,14:18:01
756,34.142419,-118.873597,292.4,150,2008/08/21,14:18:04
757,34.142719,-118.873511,290.9,150,2008/08/21,14:18:07
758,34.143106,-118.873315,290.5,150,2008/08/21,14:18:11
759,34.143413,-118.872980,291.4,150,2008/08/21,14:18:15
760,34.143521,-118.872650,291.9,151,2008/08/21,14:18:18
761,34.143488,-118.872304,293.3,151,2008/08/21,14:18:21
762,34.143345,-118.871996,293.8,153,2008/08/21,14:18:24
763,34.143127,-118.871782,293.8,154,2008/08/21,14:18:27
764,34.142852,-118.871712,295.3,156,2008/08/21,14:18:30
765,34.142586,-118.871760,297.7,160,2008/08/21,14:18:33
766,34.142194,-118.871947,301.5,162,2008/08/21,14:18:38
767,34.142121,-118.871979,302.0,163,2008/08/21,14:18:39
768,34.141847,-118.871951,303.9,166,2008/08/21,14:18:43
769,34.141723,-118.871725,304.9,166,2008/08/21,14:18:46
770,34.141613,-118.871350,306.8,168,2008/08/21,14:18:50
771,34.141492,-118.871203,307.8,169,2008/08/21,14:18:52
772,34.141339,-118.871089,308.2,169,2008/08/21,14:18:54
773,34.141176,-118.870992,309.2,169,2008/08/21,14:18:56
774,34.141072,-118.870636,309.7,170,2008/08/21,14:19:00
775,34.141104,-118.870527,309.2,170,2008/08/21,14:19:01
776,34.141172,-118.870309,309.2,170,2008/08/21,14:19:03
777,34.141224,-118.869952,308.2,170,2008/08/21,14:19:06
778,34.141200,-118.869582,308.2,170,2008/08/21,14:19:09
779,34.141261,-118.869107,308.7,170,2008/08/21,14:19:13
780,34.141310,-118.869005,309.2,170,2008/08/21,14:19:14
781,34.141572,-118.868398,310.2,171,2008/08/21,14:19:20
782,34.141842,-118.868114,312.1,170,2008/08/21,14:19:24
783,34.142092,-118.867987,312.6,170,2008/08/21,14:19:27
784,34.142289,-118.867749,311.6,170,2008/08/21,14:19:30
785,34.142355,-118.867515,310.2,170,2008/08/21,14:19:32
786,34.142414,-118.867117,308.2,170,2008/08/21,14:19:35
787,34.142327,-118.866556,303.4,170,2008/08/21,14:19:39
788,34.142189,-118.866306,302.5,170,2008/08/21,14:19:41
789,34.142041,-118.865717,299.6,170,2008/08/21,14:19:45
790,34.142046,-118.865571,300.1,169,2008/08/21,14:19:46
791,34.142148,-118.865268,297.2,169,2008/08/21,14:19:48
792,34.142204,-118.865110,298.1,169,2008/08/21,14:19:49
793,34.142233,-118.864620,296.7,168,2008/08/21,14:19:52
794,34.142131,-118.864329,298.1,168,2008/08/21,14:19:54
795,34.142055,-118.864213,299.1,168,2008/08/21,14:19:55
796,34.141762,-118.863645,301.0,168,2008/08/21,14:20:00
797,34.141540,-118.863083,303.0,168,2008/08/21,14:20:05
798,34.141350,-118.862725,305.8,168,2008/08/21,14:20:09
799,34.141184,-118.862401,308.2,167,2008/08/21,14:20:13
800,34.141055,-118.862131,309.2,166,2008/08/21,14:20:17
801,34.140977,-118.861922,309.2,165,2008/08/21,14:20:20
802,34.140956,-118.861507,307.8,163,2008/08/21,14:20:25
803,34.141067,-118.861222,305.8,162,2008/08/21,14:20:28
804,34.141304,-118.860963,301.5,162,2008/08/21,14:20:31
805,34.141643,-118.860840,298.1,161,2008/08/21,14:20:34
806,34.141987,-118.860879,294.8,160,2008/08/21,14:20:37
807,34.142351,-118.860911,291.9,158,2008/08/21,14:20:41
808,34.142427,-118.860846,291.9,158,2008/08/21,14:20:42
809,34.142493,-118.860755,291.4,157,2008/08/21,14:20:43
810,34.142699,-118.860420,285.6,157,2008/08/21,14:20:46
811,34.142862,-118.860169,281.8,156,2008/08/21,14:20:48
812,34.142950,-118.860036,281.8,156,2008/08/21,14:20:49
813,34.143131,-118.859752,278.4,155,2008/08/21,14:20:51
814,34.143372,-118.859267,274.1,154,2008/08/21,14:20:54
815,34.143497,-118.858525,272.7,150,2008/08/21,14:20:58
816,34.143515,-118.857841,274.1,147,2008/08/21,14:21:02
817,34.143507,-118.857524,274.6,146,2008/08/21,14:21:04
818,34.143389,-118.856639,275.1,146,2008/08/21,14:21:10
819,34.143370,-118.855810,275.1,146,2008/08/21,14:21:16
820,34.143301,-118.855002,273.2,145,2008/08/21,14:21:22
821,34.143242,-118.854222,274.1,144,2008/08/21,14:21:28
822,34.143196,-118.853335,273.6,145,2008/08/21,14:21:35
823,34.143115,-118.852260,274.1,145,2008/08/21,14:21:44
824,34.143041,-118.851246,275.6,144,2008/08/21,14:21:53
825,34.142991,-118.850668,277.0,143,2008/08/21,14:21:59
826,34.142902,-118.850195,278.0,141,2008/08/21,14:22:05
827,34.142806,-118.849855,278.4,136,2008/08/21,14:22:11
828,34.142730,-118.849694,278.4,132,2008/08/21,14:22:17
829,34.142713,-118.849585,278.0,130,2008/08/21,14:22:20
830,34.142807,-118.849431,278.0,129,2008/08/21,14:22:24
831,34.143068,-118.849152,277.5,128,2008/08/21,14:22:30
832,34.143348,-118.848758,277.0,127,2008/08/21,14:22:36
833,34.143792,-118.847991,274.6,125,2008/08/21,14:22:46
834,34.144285,-118.847191,273.6,122,2008/08/21,14:22:56
835,34.144756,-118.846445,271.7,120,2008/08/21,14:23:05
836,34.145280,-118.845596,271.7,120,2008/08/21,14:23:15
837,34.145805,-118.844763,271.7,122,2008/08/21,14:23:25
838,34.146234,-118.844071,270.7,123,2008/08/21,14:23:33
839,34.146514,-118.843623,271.7,123,2008/08/21,14:23:38
840,34.146959,-118.842910,270.7,124,2008/08/21,14:23:46
841,34.147340,-118.842267,271.2,125,2008/08/21,14:23:53
842,34.147778,-118.841547,270.7,126,2008/08/21,14:24:01
843,34.148342,-118.840632,270.3,126,2008/08/21,14:24:11
844,34.148834,-118.839849,269.8,122,2008/08/21,14:24:20
845,34.149106,-118.839407,270.3,116,2008/08/21,14:24:26
846,34.149219,-118.839187,271.2,114,2008/08/21,14:24:30
847,34.149273,-118.839072,271.2,111,2008/08/21,14:24:34
848,34.149281,-118.839049,271.2,110,2008/08/21,14:24:39
849,34.149274,-118.839062,271.2,105,2008/08/21,14:24:54
850,34.149271,-118.839066,271.2,100,2008/08/21,14:25:06
851,34.149298,-118.839000,271.2,100,2008/08/21,14:25:11
852,34.149360,-118.838810,270.7,103,2008/08/21,14:25:16
853,34.149455,-118.838495,270.3,107,2008/08/21,14:25:21
854,34.149586,-118.838042,269.3,110,2008/08/21,14:25:27
855,34.149688,-118.837514,270.3,115,2008/08/21,14:25:33
856,34.149701,-118.837423,269.8,115,2008/08/21,14:25:34
857,34.149743,-118.836688,269.3,116,2008/08/21,14:25:42
858,34.149757,-118.835910,269.8,116,2008/08/21,14:25:50
859,34.149788,-118.835166,269.8,117,2008/08/21,14:25:57
860,34.149822,-118.834517,268.8,119,2008/08/21,14:26:03
861,34.149846,-118.833873,269.3,120,2008/08/21,14:26:09
862,34.149899,-118.832792,269.3,119,2008/08/21,14:26:19
863,34.150006,-118.832151,270.3,119,2008/08/21,14:26:25
864,34.150219,-118.831416,269.8,119,2008/08/21,14:26:32
865,34.150524,-118.830727,270.7,119,2008/08/21,14:26:39
866,34.150890,-118.830121,270.7,119,2008/08/21,14:26:46
867,34.151238,-118.829677,271.2,118,2008/08/21,14:26:52
868,34.151563,-118.829338,271.7,114,2008/08/21,14:26:58
869,34.151764,-118.829155,272.2,111,2008/08/21,14:27:03
870,34.151859,-118.829080,273.2,106,2008/08/21,14:27:07
871,34.151928,-118.829025,273.2,103,2008/08/21,14:27:14
